Filename,image_num,image_proportion,brightness_median,brightness_stdev,saturation_median,saturation_stdev,hue_median,hue_stdev,Genre.UPDATED,Genre,Genre_gen,Year_Month,Label_Place,,Year,Month,Season,Title
703.jpg,703,0.7581,143,36.2511,116,39.1779,56,11.4502,landscape,landscape,landscape,1890.3336,5_Auvers-sur-Oise,,1890,5,spring,Vase with Zinnias and Other Flowers
704.jpg,704,0.7525,155,56.7773,106,57.4942,33,35.0693,figural,religious,other,1890.3336,5_Auvers-sur-Oise,,1890,5,spring,Bowl with Sunflowers Roses and Other Flowers
705.jpg,705,1.27,155,52.0135,75,60.6959,50,50.349,landscape,landscape,landscape,1890.3336,5_Auvers-sur-Oise,,1890,5,spring,Vase with Asters and Phlox (Vase with Autumn Asters)
706.jpg,706,1.4614,184,45.3918,98,31.8822,66,16.6876,still-life,still-life,still-life,1890.3336,5_Auvers-sur-Oise,,1890,5,spring,Vase with Gladioli
707.jpg,707,0.7941,210,65.4019,54,47.6612,45,35.0506,still-life,still-life,still-life,1890.3336,5_Auvers-sur-Oise,,1890,5,spring,Vase with Hollyhocks
708.jpg,708,1.252,198,52.6541,152,55.7082,36,40.9773,still-life,still-life,still-life,1890.3336,5_Auvers-sur-Oise,,1890,5,spring,View of Paris from Montmartre
709.jpg,709,0.772,201,57.307,78,37.3806,63,12.1622,still-life,still-life,still-life,1890.3336,5_Auvers-sur-Oise,,1890,5,spring,View of the Roofs of Paris
710.jpg,710,0.8353,200,57.1005,84,47.1079,41,43.5599,town,rural town or village,rural_town,1890.3336,5_Auvers-sur-Oise,,1890,5,spring,Kingfisher The
711.jpg,711,0.9517,119,53.4688,115,63.4323,55,31.9458,town,rural town or village,rural_town,1890.3336,5_Auvers-sur-Oise,,1890,5,spring,Pair of Shoes A
712.jpg,712,0.8274,193,50.4925,121,39.6657,51,33.3743,town,rural town or village,rural_town,1890.3336,5_Auvers-sur-Oise,,1890,5,spring,Terrace of a Cafe on Montmartre (La Guinguette)
713.jpg,713,0.7117,172,67.8884,76,54.1671,42,28.4466,town,rural town or village,rural_town,1890.3336,5_Auvers-sur-Oise,,1890,5,spring,Bois de Boulogne with People Walking The
714.jpg,714,0.7956,147,55.0144,116,44.2574,35,15.7075,town,rural town or village,rural_town,1890.3336,5_Auvers-sur-Oise,,1890,5,spring,Bowl with Peonies and Roses
715.jpg,715,0.8032,143,62.3899,89,70.1607,48,53.054,town,rural town or village,rural_town,1890.3336,5_Auvers-sur-Oise,,1890,5,spring,Green Parrot The
716.jpg,716,1.3868,136,63.9745,76,39.1688,48,26.3318,other,still-life,still-life,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Garden with Sunflowers
717.jpg,717,1.0316,175,41.1758,98,46.4342,58,35.952,portrait,portrait,portrait,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Interior of a Restaurant
718.jpg,718,1.2909,130,44.914,107,63.5089,157,61.7425,town,rural town or village,rural_town,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Lane in Voyer d'Argenson Park at Asnieres
719.jpg,719,0.7943,149,41.9495,162,42.0321,22,10.1304,other,animals,other,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Montmartre Path with Sunflowers
720.jpg,720,0.9684,159,37.4007,101,30.5749,63,16.2597,town,landscape,landscape,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Outskirts of Paris: Road with Peasant Shouldering a Spade
721.jpg,721,1.3592,111,40.0921,82,41.6217,46,15.6125,other,landscape,landscape,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Path in the Woods
722.jpg,722,0.8083,169,49.9385,88,54.7044,49,29.6608,landscape,landscape,landscape,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Vegetable Gardens in Montmartre: La Butte Montmartre
723.jpg,723,0.7858,168,45.3184,115,35.0194,41,23.3875,landscape,landscape,landscape,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Walk Along the Banks of the Seine Near Asnieres
724.jpg,724,0.8217,158,59.9792,79,46.4666,33,19.9796,town,rural town or village,rural_town,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Woman Walking in a Garden A
725.jpg,725,0.7947,130,46.4185,102,51.9086,53,22.315,town,rural town or village,rural_town,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Avenue in Voyer d'Argenson Park at Asnieres
726.jpg,726,0.4841,105,58.2456,164,44.1586,56,21.9626,town,rural town or village,rural_town,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Banks of the Seine with the Pont de Clichy
727.jpg,727,1.064,200,52.7496,114,33.1227,33,8.0511,portrait,portrait,portrait,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Bathing Float on the Seine at Asnieres
728.jpg,728,0.7404,105,52.8228,109,38.0726,55,45.7275,landscape,landscape,landscape,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Bridges across the Seine at Asnieres
729.jpg,729,2.078,173,67.984,74,47.2758,42,14.9572,figural,genre scene,genre scene,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Corner of Voyer d'Argenson Park at Asnieres
730.jpg,730,0.7224,154,50.6899,85,48.9528,52,24.0252,figural,genre scene,genre scene,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Exterior of a Restaurant at Asnieres
731.jpg,731,1.1979,90,44.2984,66,45.4661,156,54.9816,portrait,portrait,portrait,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Factories at Asnieres Seen from the Quai de Clichy
732.jpg,732,1.3521,57,92.5373,106,65.8925,116,76.0395,portrait,portrait,portrait,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Factory at Asnieres The
733.jpg,733,1.017,57,56.0211,95,49.1435,112,27.8689,portrait,portrait,portrait,1890.417,5_Auvers-sur-Oise,,1890,6,summer,House with Sunflowers
734.jpg,734,1.2308,106,75.285,50,64.1926,61,74.8871,portrait,portrait,portrait,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Lilacs
735.jpg,735,1.1786,106,52.2767,107,39.6932,107,45.9659,portrait,portrait,portrait,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Restaurant de la Sirene at Asnieres
736.jpg,736,1.2684,171,46.0655,93,35.3521,49,17.8943,still-life,still-life,still-life,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Rispal Restaurant at Asnieres The
737.jpg,737,1.2394,166,60.5523,39,42.1471,109,62.7902,still-life,still-life,still-life,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Seine Bridge at Asnieres The
738.jpg,738,1.0096,172,50.8202,109,67.8483,30,26.4106,still-life,still-life,still-life,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Seine with the Pont de Clichy The
739.jpg,739,0.7976,143,56.1444,106,36.3701,51,13.5123,still-life,still-life,still-life,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Seine with the Pont de la Grande Jette The
740.jpg,740,1.3133,186,51.3083,120,58.2776,36,24.805,still-life,still-life,still-life,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Self-Portrait
741.jpg,741,1.209,103,40.8297,43,31.2662,52,31.3892,still-life,still-life,still-life,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Self-Portrait
742.jpg,742,1.4559,112,40.9746,106,42.4596,55,22.4583,still-life,still-life,still-life,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Self-Portrait
743.jpg,743,0.792,121,55.0739,65,32.4984,77,42.814,town,rural town or village,rural_town,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Self-Portrait
744.jpg,744,0.8284,182,49.3298,93,36.3227,45,17.6346,town,rural town or village,rural_town,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Self-Portrait with Straw Hat
745.jpg,745,1.0267,166,61.3703,65,43.4179,49,20.176,portrait,portrait,portrait,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Self-Portrait with Straw Hat
746.jpg,746,1.1389,151,39.5933,80,55.7397,67,26.8385,portrait,portrait,portrait,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Self-Portrait with Straw Hat
747.jpg,747,0.4958,137,47.9562,103,54.3878,50,35.646,landscape,landscape,landscape,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Self-Portrait with Straw Hat and Pipe
748.jpg,748,0.8152,181,55.7443,100,47.7332,51,12.2662,town,rural town or village,rural_town,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Trees and Undergrowth
749.jpg,749,0.7676,134,44.4245,109,42.2082,52,15.7211,landscape,rural town or village,rural_town,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Trees and Undergrowth
750.jpg,750,0.4872,150,50.8962,79,37.9592,44,36.8113,landscape,landscape,landscape,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Trees in a Field on a Sunny Day
751.jpg,751,0.8167,150,51.9832,126,53.9697,37,38.1827,town,cityscape,cityscape,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Undergrowth
752.jpg,752,1.4755,154,66.3872,91,48.0465,20,32.7501,still-life,still-life,still-life,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Undergrowth
753.jpg,753,1.4245,153,40.1506,77,43.6244,59,18.3709,portrait,portrait,portrait,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Vase with Cornflowers and Poppies
754.jpg,754,1.331,163,50.7039,181,50.473,27,19.721,portrait,portrait,portrait,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Vase with Daisies and Anemones
755.jpg,755,1.25,134,51.5814,110,46.7997,38,44.4989,portrait,portrait,portrait,1890.417,5_Auvers-sur-Oise,,1890,6,summer,Vase with Lilacs Daisies and Anemones
756.jpg,756,0.8069,178,59.1374,80,58.1864,36,16.1292,town,cityscape,cityscape,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Flowering Garden with Path
757.jpg,757,0.8172,137,50.2833,111,55.6075,105,36.7782,town,genre scene,genre scene,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,La Mousme Sitting
758.jpg,758,0.5161,153,46.2541,92,46.9323,52,20.1164,town,landscape,landscape,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Painter on His Way to Work The
759.jpg,759,0.5435,168,53.462,107,52.6984,55,22.2619,town,landscape,landscape,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Rocks with Oak Tree
760.jpg,760,0.4891,181,45.4107,112,58.7666,46,38.7165,landscape,landscape,landscape,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Sunny Lawn in a Public Park
761.jpg,761,0.7475,184,52.6606,128,60.1354,30,53.1819,landscape,landscape,landscape,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Coal Barges
762.jpg,762,0.8018,103,58.423,98,65.5769,52,17.4272,landscape,landscape,landscape,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Coal Barges
763.jpg,763,1.1919,158,50.4518,81,40.96,41,21.1326,landscape,landscape,landscape,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Encampment of Gypsies with Caravans
764.jpg,764,0.4829,151,44.3794,107,54.7621,32,61.0867,landscape,landscape,landscape,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Garden Behind a House
765.jpg,765,0.713,166,58.7123,62,43.4443,72,40.1934,landscape,landscape,landscape,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Interior of a Restaurant in Arles
766.jpg,766,0.519,235,35.1049,129,46.6618,22,7.959,landscape,landscape,landscape,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Interior of the Restaurant Carrel in Arles
767.jpg,767,0.4801,174,48.4578,96,44.0738,51,24.8653,town,rural town or village,rural_town,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Pair of Shoes A
768.jpg,768,0.8,136,55.9227,117,66.1608,62,22.6567,town,rural town or village,rural_town,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Portrait of Patience Escalier
769.jpg,769,0.4902,151,70.6488,113,62.5133,27,52.1569,other,landscape,landscape,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Portrait of the Postman Joseph Roulin
770.jpg,770,0.5014,169,51.8791,105,52.0638,31,45.8069,landscape,landscape,landscape,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Portrait of the Postman Joseph Roulin
771.jpg,771,0.5013,164,37.1407,216,78.4529,147,42.0122,landscape,landscape,landscape,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Quay with Men Unloading Sand Barges
772.jpg,772,0.7367,184,57.7059,111,64.0489,32,30.3706,landscape,landscape,landscape,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Railway Carriages
773.jpg,773,0.4788,128,54.1706,137,45.8784,40,55.4399,landscape,landscape,landscape,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Self-Portrait with Pipe and Straw Hat
774.jpg,774,0.7977,190,50.0809,97,49.1593,62,21.4655,landscape,landscape,landscape,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Still Life: Vase with Fifteen Sunflowers
775.jpg,775,0.839,175,24.9403,55,17.0921,53,14.8958,landscape,landscape,landscape,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Still Life: Vase with Five Sunflowers
776.jpg,776,0.7877,160,33.5789,136,56.1785,38,59.9253,landscape,landscape,landscape,1890.5004,5_Auvers-sur-Oise,,1890,7,summer,Still Life: Vase with Oleanders
